Bedriftsnavn; Adresse; Postnummer; Poststed; Godkjenningstyper; Organisasjonsnummer; Godkjenningsnummer
EV SERVICES AS; Kokstadveien 10; 5257; KOKSTAD; BILVERKSTED01; 921593465; 31062
Vianor AS avd Lier; Lierstranda 56; 3400; LIER; BILVERKSTED01, KONTROLLORGAN01; 935429447; 20680
Birger N. Haug avd. Ski/Follo; Haugenveien 3; 1400; SKI; BILVERKSTED01, KONTROLLORGAN01; 952335863; 12413
KROGEN BIL AS; Glopvegen 1; 6050; VALDERØY; HJUL, KONTROLLORGAN01, BILVERKSTED01; 913814045; 29335
Glitre bil AS; Glitrevegen 20 Gol næringspark; 3550; GOL; KONTROLLORGAN01B, BILVERKSTED01B; 991445153; 10771
BILBUTIKK 1 Indre Østfold AS; Rakkestadveien 41; 1814; ASKIM; BILVERKSTED01, KONTROLLORGAN01; 879639662; 28397
Norsk Kjøretøykontroll AS; Ulefossvn. 20; 3730; SKIEN; KONTROLLORGAN01; 984129033; 4894
MR BILVERKSTED AS; MAGNUS BARFOTS VEI 5; 4633; KRISTIANSAND S; BILVERKSTED01, KONTROLLORGAN01; 918375821; 30352
TYRIFJORD BIL AS; BYGG 33; 3512; HØNEFOSS; BILVERKSTED01; 917103607; 29939
SOLNES AUTO AS; ÅFJORDDAL; 6953; LEIRVIK I SOGN; BILVERKSTED01B, MOTORSYKKELOGMOPED, BILSKADE, PABYGGER; 998376610; 28492
MECA SERVICE AS avd. Fyksen Servicecenter Lillehammer; Industrigata 37b; 2619; LILLEHAMMER; BILVERKSTED01, KONTROLLORGAN01, BILELEKTRODRIVSTOFFANLEGG, BILDIESEL; 920377068; 30790
Høylandet Auto AS; Høylandet; 7877; HØYLANDET; BILVERKSTED01, TRAKTOR, KONTROLLORGAN01; 987739231; 8719
Hiroh Bilverksted ANS; Storgt. 29; 1440; DRØBAK; BILVERKSTED01, KONTROLLORGAN01; 918335803; 719
Dimmelsvik Bil A.S; OMVIKDALSVEGEN 65; 5464; DIMMELSVIK; BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B; 979459114; 6775
Olas Bil AS; Rødkleivveien 50; 4262; AVALDSNES; BILVERKSTED01, BILSKADE; 965008853; 6423
KOLØYS BENSIN AS; Sæbøvikvegen 153; 5454; SÆBØVIK; HJUL; 990024154; 29685
Welo Bilverksted AS; Namsskogan    ; 7890; Namsskogan; BILVERKSTED01; 970923233; 8743
HØIEN SERVICESENTER AS; HAUKLANDSV. 22; 4460; MOI; HJUL; 964121966; 29498
Rabbenkroken Bil AS; Rabbenkroken 21; 3919; PORSGRUNN; BILVERKSTED01, KONTROLLORGAN01; 999244467; 23800
Albjerk Bil Drammen AS Skadeavdeling; Ing. Rybergsgt. 94; 3027; DRAMMEN; BILSKADE; 983222870; 15198
Carfix Os AS; Industrivegen 1; 5200; OS; BILVERKSTED01B, KONTROLLORGAN01B; 979923465; 6681
ÅKRA DEKKSENTER AS; BEDEHUSVEGEN 10; 4270; ÅKREHAMN; HJUL; 919920300; 30875
Larsen Bilservice; Porsgrunnsvegen 350; 3919; PORSGRUNN; BILVERKSTED01, KONTROLLORGAN01; 916109717; 29564
Bilsenteret Finnsnes AS; Oterveien 2; 9300; FINNSNES; KONTROLLORGAN01B, BILVERKSTED01B; 977474558; 9839
Toyota Sør AS; Stemmane 2; 4632; KRISTIANSAND S; BILVERKSTED01, KONTROLLORGAN01; 945864346; 5643
LARVIK BILPLEIE OG BILGLASS AS; ELVEVEIEN 10; 3262; LARVIK; BILGLASS; 879128722; 29606
MØLLER BIL TRØNDELAG AS avd. Stjørdal; Havnegata 11; 7503; STJØRDAL; KONTROLLORGAN01B, BILVERKSTED01B; 834874482; 8504
Erik Arnesen Helsfyr AS; Østensjøveien 12; 0661; OSLO; BILVERKSTED01, KONTROLLORGAN01; 976547578; 1397
Tvedestrand Bilverksted. V/Terje Gundersen; Fjærekleivene 55; 4900; TVEDESTRAND; BILVERKSTED01, BILSKADE, HJULUTRUSTNING, KONTROLLORGAN01; 997740882; 23000
BRACO AS; GAMLE DRAMMENSVEI 102; 3420; LIERSKOGEN; PABYGGER; 911179458; 31066
DOCTOR GLASS AS; Østensjøveien 79; 0667; OSLO; BILGLASS; 916570155; 30690
RSA Bil Drammen; Ø. Eikervei 77; 3005; DRAMMEN; BILVERKSTED01, KONTROLLORGAN01; 915518389; 3656
MARTHINSEN BIL & LAKK AS; Haugenveien 2; 9146; Olderdalen; BILVERKSTED01, BILSKADE, KONTROLLORGAN01; 983903517; 9588
LEIV AUSTRHEIM AS; NORDSTRANDV 40 ; 6823; SANDANE; BILVERKSTED01, KONTROLLORGAN01; 917672997; 7105
BODØ V. G. SKOLE, BILAVD.; Amtmann Hegges Vei 3/4; 8005; BODØ; KONTROLLORGAN01, BILVERKSTED01; 974621223; 9004
STEINSPRUTEN BILGLASS AS avd Drammen; Teglverksveien 15B; 3401; LIER; BILGLASS; 997719670; 29502
Volmax AS avd. Telemark; Ulefossvegen 48; 3730; SKIEN; FARTSSKRIVER, KONTROLLORGAN04, BILVERKSTEDALLE; 984674104; 4832
SOLHEIM SERVICE AS; Ringveien, 1; 1781; HALDEN; ALKOLASVERKSTED; 922253013; 31374
Johs. Blomdal AS; Røldalsvegen 44; 5750; ODDA; BILVERKSTED01, KONTROLLORGAN01; 985470227; 25362
Møller Bil Jessheim AS avd SKODA, AUDI og Nyttekjøretøy ; Energiveien 1; 2069; JESSHEIM; BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B; 964995923; 1018
Reisa Bilsenter AS; Hovedveien 45; 9152; Sørkjosen; BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B; 829071002; 9527
TEKNISK BUREAU FINNSNES AS; Strandveien 68; 9300; FINNSNES; BILVERKSTED01, KONTROLLORGAN01; 991075682; 11111
Fana Karosseri as; Kokstadveien 31 D; 5257; NESTTUN; BILSKADE; 980383393; 6566
ROVIK MC AS; FABRIKKVEIEN 5; 4033; STAVANGER; MOTORSYKKELOGMOPED; 928634000; 30360
Romerike Auto AS; Hvamveien 4; 2013; STRØMMEN; BILVERKSTED01B, KONTROLLORGAN01B; 989865218; 1049
ISDALSTØ AUTO KNARVIK A/S; Kvassnesvegen 31; 5914; ISDALSTØ; BILVERKSTED01B, BILSKADE, KONTROLLORGAN01B; 944407286; 6617
Karosseriforum AS; Sivesindvegen 1; 2827; HUNNDALEN; BILSKADE; 992884304; 15358
Norsk Motorimport AS; Firdavegen 14; 6801; FØRDE; MOTORSYKKELOGMOPED; 979877838; 16719
RSA Bil Tromsø; Ærfuglvegen 2; 9015; TROMSØ; BILVERKSTED01B, KONTROLLORGAN01B; 915518389; 27521
ENGENE BILVERKSTED; Hemsedalsvegen 2540 ; 3560; HEMSEDAL; BILVERKSTED01, KONTROLLORGAN01; 974349353; 3555
OSLO BILGLASSENTER AS; VERKSEIER FURULUNDS VEI 43; 0668; OSLO; BILGLASS; 912865304; 29571
TEAM VERKSTED TRØNDELAG AS, avd. Steinkjer; Jæktskippergata 3; 7725; STEINKJER; KONTROLLORGAN04, BILVERKSTEDALLE, HJUL, FARTSSKRIVER; 919443022; 30912
Norstrand Bil AS; Sjøvollan 1; 9040; NORDKJOSBOTN; BILVERKSTED01, KONTROLLORGAN01; 917328358; 9589
SENTRUM BILSERVICE NAMSOS AS; Pinavegen 2; 7800; Namsos; BILVERKSTED01B, BILELEKTRODRIVSTOFFANLEGG, KONTROLLORGAN01B; 981897013; 8735
GT Lakk & Karosseri AS; Radøyvegen 2805; 5937; BØVÅGEN; BILSKADE; 981226062; 6655
TELEMARK SALMAKERVERKSTED SIGURDSEN; BATALJONVEIEN 25; 3734; SKIEN; PABYGGER; 983885713; 31067
RIIS MONTASJE AS avd. Nesodden; Myklerudveien 103; 1454; FAGERSTRAND; BILGLASS; 921979436; 29265
Nøtterøy Autoservice AS; Nesbryggveien 4; 3133; DUKEN; BILVERKSTED01, KONTROLLORGAN01; 997737717; 21879
MOBILDEKK AS; CORT ADELERS GATE 35A; 0251; OSLO; HJUL; 919512008; 30595
Toyota Asker og Bærum AS avd Asker; Drengsrudbekken 4; 1385; ASKER; BILVERKSTED01, KONTROLLORGAN01; 950272899; 989
Plassen Bil Magne Trøstheim; Engene; 3550; GOL; BILSKADE; 975898768; 13254
Foss Autoservice; Haugveien 33; 1903; GAN; BILVERKSTED01, KONTROLLORGAN01; 987460814; 1007
VESTLANDSKE TRAILER AS; MOSTERØYVEIEN 86; 4156; MOSTERØY; BILVERKSTED02, BILVERKSTED01, BILVERKSTED03, PABYGGER; 990942242; 30399
CENTRUM BIL & KAROSSERI AS; Dreyfushammarn 10; 8012; BODØ; BILVERKSTED01B, KONTROLLORGAN01B; 961070880; 9085
NAF Senter Jessheim; Energivegen 16; 2069; JESSHEIM; KONTROLLORGAN01; 987372540; 1243
Åskrysset Auto AS; Langbakken 14; 1430; ÅS; BILVERKSTED01B, KONTROLLORGAN01B; 996402029; 17819
BERG KAROSSERIFABRIKK AS; Melhusvegen 161; 7224; MELHUS; MOTORSYKKELOGMOPED, BILVERKSTEDALLE, PABYGGER; 961173000; 31313
TESLA NORWAY AS, avd. Tromsø; Alkevegen 1; 9015; TROMSØ; BILVERKSTED01; 917304084; 29757
H-GLASS AS ; HVITTINGFOSSVEIEN 153; 3086; HOLMESTRAND; BILGLASS; 947530402; 29575
Maks Auto Servis AS; Grenseveien 73; 0663; OSLO; BILVERKSTED01, KONTROLLORGAN01; 952203541; 1341
NORD - AUTO AS; Sjøfartsgata 15; 7714; STEINKJER; BILVERKSTED01, BILVERKSTED01B, KONTROLLORGAN01B; 913951387; 27562
VALLDAL BILSENTER A/S; Valldal; 6211; VALLDAL; BILVERKSTED01, BILVERKSTED02, KONTROLLORGAN01B; 961121094; 7344
Bjørkås Rep og Service; Krutfjellveien 943D; 8690; HATTFJELLDAL; BILVERKSTED01; 992715626; 16500
TYRISTRAND AUTO AS; BRUGSJORDET 1; 3533; TYRISTRAND; BILVERKSTED01, KONTROLLORGAN01; 919415797; 30510
Bilpartner Autoteknikk AS; Stanseveien 2; 0975; OSLO; BILVERKSTED01, KONTROLLORGAN01; 980371107; 1366
Bøler Autoverksted AS; Bølerlia 1; 0691; OSLO; BILVERKSTED01; 979443625; 1425
RØYKEN GLASS AS; SLEMMESTADVEIEN 14; 3440; RØYKEN; BILGLASS; 914830796; 29484
INTERDEKK AS; HOVEMOVEGEN 35; 2624; LILLEHAMMER; HJUL, HENGERESPALOPSBREMSEANLEGG; 981509234; 30021
NAF Senter Sortland ; Strandgata 40; 8400; Sortland; KONTROLLORGAN01, BILVERKSTED01; 987372540; 9326
HASTADKLEV VERKSTED STJØRDAL AS; HOTELLGATA 4; 7500; STJØRDAL; BILVERKSTED01, KONTROLLORGAN01; 921865279; 31093
HØNEFOSS GLASS - SERVICE AS; OSLOVEIEN 31; 3511; HØNEFOSS; BILGLASS; 990190941; 29401
INTAKT BILSKADE STEINKJER AS; Jæktskippergt 7; 7725; Steinkjer; BILSKADE, BILGLASS; 979358806; 8657
Auto Sportiva AS; Maskinistgt. 1; 7042; TRONDHEIM; BILVERKSTED01, KONTROLLORGAN01; 993263990; 14598
Melhus Motor & Fritid; SPURVEVEGEN 6; 7224; MELHUS; TRAKTOR, HENGERESPALOPSBREMSEANLEGG; 914274141; 31488
TRAKTOR AS; FARSUNDSVEIEN 135; 4580; LYNGDAL; TRAKTOR; 986344977; 30308
Overaae AS avd. Stjørdal; Sutterøygt. 13; 7502; STJØRDAL; HJUL; 935872634; 8516
Team Verksted Råde; Langøyveien 3; 1640; RÅDE; FARTSSKRIVER, BILVERKSTEDALLE, KONTROLLORGAN04; 946930342; 30576
Fosnavåg Bilverksted AS; Myklebustvegen 65; 6092; FOSNAVÅG; BILVERKSTED01B, KONTROLLORGAN01B, KONTROLLORGAN01, BILVERKSTED01, BILSKADE; 935444497; 7532
Utvik  Autoservice AS; Karmøyvegen 478; 4262; AVALDSNES; BILVERKSTED01, KONTROLLORGAN01, BILVERKSTED01B, KONTROLLORGAN01B; 951642150; 6321
ÅLESUND DEKK & DEKKHOTELL AS; BLINDHEIM INDUSTRIVEG 2D; 6020; ÅLESUND; HJUL; 921220510; 31208
Motorspeed AS; Hovemovegen 45; 2624; LILLEHAMMER; MOTORSYKKELOGMOPED; 947556819; 2607
Stathelle Auto A/S; Dronning Margrethesvei 3; 3960; STATHELLE; BILVERKSTED01, BILSKADE, KONTROLLORGAN01; 984152329; 4899
Stranda Bil AS; Stranda; 6200; STRANDA; BILVERKSTED01, KONTROLLORGAN01; 993057819; 25962
AUTO-CARAVAN SVEIN-ERIK HANSEN; PANCOVEIEN 24; 1624; GRESSVIK; HENGERESPALOPSBREMSEANLEGG; 921980078; 31326
Krangnes Motor; Lade Alle 4; 7041; TRONDHEIM; MOTORSYKKELOGMOPED; 958749686; 17560
LAKSELV AUTOSENTER AS; Georg Bjørklis vei 1; 9700; LAKSELV; HJUL; 983825443; 28154
SANNIDAL MOTOR  AS; Krokenveien 197; 3766; SANNIDAL; BILVERKSTED01; 982812410; 4838
Bertel O. Steen Østfold AS; Hunnskinnveien 98; 1711; Sarpsborg; BILVERKSTED01B, KONTROLLORGAN01B; 915281168; 106
FILMTEAM NORSK SKILTSERVICE AS; HARALDS VEI 4; 1470; LØRENSKOG; BILGLASS; 891655312; 29774
Bilbutikken AS; Sundlandveien 3; 3005; DRAMMEN; BILVERKSTED01, KONTROLLORGAN01; 986351655; 3624
Sulland Tromsø AS; Alkevegen 12; 9015; TROMSØ; BILVERKSTED01B, KONTROLLORGAN01B; 860152002; 9513
Berres  Bil og Båt  AS; Ramberg; 8380; Ramberg; BILVERKSTED01B, KONTROLLORGAN01B; 925021245; 9280
MITT VERKSTED AS; Sandalsringen 3; 5225; NESTTUN; BILVERKSTED01, HJUL, KONTROLLORGAN01; 996234150; 19960
Autoskade Bærum AS; Lommedalsveien 281; 1350; Lommedalen; BILSKADE; 987778318; 972
TECH-SERVICE AS; Heggstadmyra 15; 7080; HEIMDAL; LYSUTSTYR, HENGERESPALOPSBREMSEANLEGG; 916617496; 30071
Senter Landbruksverksted A/S; Engsmyrveien 21, Pb. 40; 1740; Borgenhaugen; LYSUTSTYR, HENGERESPALOPSBREMSEANLEGG; 918412360; 180
Jæger Sentrum as; Kokstadveien 42B; 5257; KOKSTAD; BILVERKSTED01, BILSKADE, KONTROLLORGAN01; 976070097; 6510
VANSE DEKKSERVICE V/ ANDREAS KOLNES; DYNGVOLLVEIEN 194; 4560; VANSE; HJUL; 984553889; 30689
Bilhallen AS; Kongsgård alle 64B; 4632; Kristiansand; BILVERKSTED01, KONTROLLORGAN01, BILSKADE; 981447867; 5729
Varhaug Servicesenter AS; Varhaugvn 17; 4360; VARHAUG; BILVERKSTED01B, KONTROLLORGAN01B; 986931627; 16540
HARALD FAGERENG'S GARAGE; FREDLY; 8186; TJONGSFJORDEN; HJUL; 994155830; 30863
FØRDE BILSERVICE AS; FLOVEGEN 6; 6800; FØRDE; BILVERKSTED01, KONTROLLORGAN01; 922625263; 7025
Korsbakken Auto AS; Plogjons veg 55; 2334; ROMEDAL; BILSKADE; 991461426; 16539
SNAP DRIVE TILLER AS; Østre Rosten 76; 7075; TILLER; BILVERKSTED01, KONTROLLORGAN01; 971585188; 8072
Thor Yngvar Hellingsrud Bil og Vedlikehold; Tjøllingveien 570; 3280; TJODALYNG; BILVERKSTED01, KONTROLLORGAN01; 990790175; 10033
KENNETH ARNESEN BILVERKSTED AS; KJÆSEGGVEIEN 100; 1859; SLITU; BILVERKSTED01, KONTROLLORGAN01; 917151784; 30094
TECH'S AS; FINNMARKSVEIEN 50; 9600; HAMMERFEST; KONTROLLORGAN01B, BILVERKSTED01B; 989649604; 28323
Trigger Jobb A/S; Bakarvågen 15; 5305; FLORVÅG; BILVERKSTED01; 957401295; 19220
Kodal Bil; Svartsrødvn.1; 3243; KODAL; BILVERKSTED01; 982304865; 4742
Style Auto A/S; Svarthagsveien 2; 1543; VESTBY; BILVERKSTED01, KONTROLLORGAN01; 937566794; 777
TEKNISK BUREAU BARDUFOSS AS; Haraldvollvegen 2; 9325; Bardufoss; BILVERKSTED01B, KONTROLLORGAN01B; 951738808; 9817
Bilskaden; Industriveien 31; 7080; HEIMDAL; BILSKADE; 991187006; 11510
MJØSBIL AS AVD DOKKA; Vest-Torpvegen 2; 2870; DOKKA; HJUL; 971825588; 29864
VEGGLI BIL OG FRITID AS; NUMEDALSVEGEN 5820; 3628; VEGGLI; KONTROLLORGAN01, BILVERKSTED01; 916482361; 30472
Mjøsbil AS avd. Lillehammer; Korgveien 40; 2619; LILLEHAMMER; MOTORSYKKELOGMOPED, KONTROLLORGAN01B, BILVERKSTED01B; 950223243; 15578
DEKKMESTEREN AS avd Berger; Bølerveien 38 Berger; 2016; FROGNER; HJUL; 999325882; 30774
SENTRUM MOTOR AS; Øravegen 18; 6650; Surnadal; BILVERKSTED01, KONTROLLORGAN01; 981195418; 7876
MÅLSELV BILDIAGNOSE VIDAR JENSSEN; MÅLSNESVEIEN 742; 9321; MOEN; BILVERKSTED01; 916709854; 30848
YTRE NAMDAL VERKSTEDSENTER AS; Lissbjørknesvegen 78; 7970; KOLVEREID; KONTROLLORGAN04, BILVERKSTED02, BILVERKSTED03, BILVERKSTED01, FARTSSKRIVER; 915513794; 29368
Trucknor Haugesund A/S; Raglamyrvegen 32; 5509; Haugesund; FARTSSKRIVER, BILVERKSTED02, BILVERKSTED03, PABYGGER, KONTROLLORGAN04, ALKOLASVERKSTED; 975941337; 6452
Team Verksted Øst  AS, avd. Hadeland; Jarenvegen 65; 2770; JAREN; FARTSSKRIVER, BILVERKSTEDALLE, KONTROLLORGAN04, ALKOLASVERKSTED; 989460072; 23200
Boreal Buss AS avd Verksted Hammerfest; Rossmollgata 86; 9600; HAMMERFEST; FARTSSKRIVER, BILVERKSTED01, BILVERKSTED02, BILVERKSTED03, KONTROLLORGAN04; 979437218; 9653
MC-SENTERET KRISTIANSAND; DRONNINGENSGT 59; 4608; KRISTIANSAND S; MOTORSYKKELOGMOPED; 981135474; 5611
Norsk Scania AS, avd Stavanger; Fosseikevegen 16; 4323; SANDNES; FARTSSKRIVER, BILVERKSTED02, BILVERKSTED03, PABYGGER, KONTROLLORGAN03, ALKOLASVERKSTED; 879263662; 5992
Tid For Service AS; Røysumvegen 5; 3801; BØ I TELEMARK; BILELEKTRODRIVSTOFFANLEGG, MOTORSYKKELOGMOPED, EKSOSANLEGG, HENGERESPALOPSBREMSEANLEGG, HJUL, LYSUTSTYR; 922937133; 31275
BUSKERUD KAROSSERI AS; TEGLVERKSVEIEN 21; 3057; SOLBERGELVA; BILSKADE; 923723536; 31414
SOGN BIL & BÅT AS; HAGANE 3; 6863; LEIKANGER; BILVERKSTED01B, BILVERKSTED02, KONTROLLORGAN01B, KONTROLLORGAN04, BILVERKSTED03, TRAKTOR, FARTSSKRIVER; 919486791; 30535
Toyota Sulland Lillehammer AS; Lagervegen 1; 2619; LILLEHAMMER; BILVERKSTED01, KONTROLLORGAN01; 979155204; 2612
Vianor AS, avdeling Leangen; Leangen Alle 8; 7044; TRONDHEIM; BILVERKSTED01, BILDIESEL, KONTROLLORGAN01, HJUL; 935429447; 24462
TORES AUTO SPELHAUGEN AS; KROKATJØNNVEIEN 11; 5147; FYLLINGSDALEN; KONTROLLORGAN01, BILVERKSTED01; 915680275; 29651
BILSERVICE SKEDSMO AS; INDUSTRIVEIEN 4D; 2020; SKEDSMOKORSET; BILVERKSTED01, KONTROLLORGAN01; 921151527; 30931
CC-GLASS TØNSBERG AS; TRÆLEBORGODDEN 2; 3112; TØNSBERG; BILGLASS; 997238419; 28340
HALDEN DEKK AS; KNIVSØVEIEN 4; 1788; HALDEN; HJUL; 948567121; 31255
MITT DEKKHOTELL KOKSTAD AS; KOKSTADFLATEN 40; 5257; KOKSTAD; HJUL; 919430729; 30663
DEKKCENTERET BERGEN AS; Tellnes Næringspark 28; 5357; FJELL; HJUL; 985737614; 29819
Autobuss AS; Pancoveien 30; 1624; GRESSVIK; PABYGGER, FARTSSKRIVER, ALKOLASVERKSTED; 912788652; 27901
Biltrend Tromsø   AS; Solstrand; 9020; TROMSDALEN; BILVERKSTED01B, MOTORSYKKELOGMOPED, KONTROLLORGAN01B; 947782959; 9520
Lyngdal Karosseri & Auto AS; Grøndokkmoen 22; 4580; Lyngdal; KONTROLLORGAN04, BILVERKSTEDALLE, FARTSSKRIVER, KONTROLLORGAN01B, ALKOLASVERKSTED; 914060370; 5767
ULSTEIN BIL A/S; Høddvegen 20; 6065; ULSTEINVIK; BILVERKSTED01, MOTORSYKKELOGMOPED, KONTROLLORGAN01, BILSKADE, BILVERKSTED01B, KONTROLLORGAN01B; 943815593; 7542
BJØRKLUND MEK VERKSTED AS; STEINBEKKHAUGV 54; 8610; MO I RANA; PABYGGER; 877029522; 29918
Toyota Sulland Kongsvinger AS; Industrivegen 39; 2202; Kongsvinger; BILVERKSTED01, BILSKADE, KONTROLLORGAN01; 929035445; 2486
JÆGER  Automobil as; Kanalveien 111; 5068; BERGEN; BILSKADE, BILVERKSTED01, KONTROLLORGAN01; 839280882; 6538
Scan Parts AS; Ingvald Ystgaards vei 13B; 7047; TRONDHEIM; BILVERKSTED01, KONTROLLORGAN01; 982730694; 12273
ELVERUM  BIL OG DEKK  AS; Torggata 3, Amfi Elverum; 2408; Elverum; BILVERKSTED01, KONTROLLORGAN01; 983777864; 2248
DEKKMANN AS AVD OPPDAL 5836; Ola Setroms veg 43; 7340; OPPDAL; HJUL, BILVERKSTED01; 974292904; 29562
Bil-Service personbiler AS, avd. bruktbil Ramdal; Ramdalveien 4; 3128; NØTTERØY; BILVERKSTED01; 975933601; 31411
BØ GLASS AS; STASJONSVEGEN 31C; 3800; BØ I TELEMARK; BILGLASS; 913565126; 30793
Starco Norge AS; Breivollveien 27; 0668; OSLO; HJULUTRUSTNING; 934531345; 18659
NORBIL AS; RUNDHÅGEN 6; 9409; HARSTAD; BILVERKSTED01B, KONTROLLORGAN01B; 915566944; 29299
RIIS MONTASJE AS; Liamyrene 2; 5132; NYBORG; BILGLASS; 921979436; 29284
JOMA INDUSTRISERVICE AS; JOMA; 7898; LIMINGEN; BILVERKSTED01B; 976585186; 30474
SVENDSEN BILVERKSTED FRANK ARILD HINDERAKER-SVENDSEN; POSTVEGEN 52; 4280; SKUDENESHAVN; KONTROLLORGAN01B, BILVERKSTED01B; 921366914; 30936
BERTEL O. STEEN BERGEN AS - NYBORG; LIAMYRANE 5; 5132; NYBORG; HJUL; 910116851; 30741
TH MOTOR AS; SANDSVÆRVEIEN 85; 3616; KONGSBERG; HJUL, BILGLASS; 918034463; 30414
STRYN MEK VERKSTED AS; LANGESET; 6783; STRYN; BILSKADE, BILVERKSTED01B, KONTROLLORGAN01B; 920450806; 30739
Skaarn's Elektro og Dekkservice ANS; Storgata 30; 8480; ANDENES; HJUL; 985668353; 29737
Karmøy Bilservice AS; Stongsvingen 70; 4270; ÅKREHAMN; BILVERKSTED01, KONTROLLORGAN01, BILVERKSTED01B, KONTROLLORGAN01B; 974444186; 6450
MOSS HAGEMASKINSERVICE AS; VARNAVEIEN 41; 1526; MOSS; LYSUTSTYR, HENGERESPALOPSBREMSEANLEGG; 994263595; 31480
Auto Konsult Trondheim AS; Øvre Flatåsveg 6; 7079; Flatåsen; BILVERKSTED01, KONTROLLORGAN01; 985483515; 8119
IVAR NERVIK AS; Idrettsvn. 4 B; 7072; HEIMDAL; BILVERKSTED01, BILSKADE; 970246185; 8216
Altombil AS; Øyjordveien 53; 8519; NARVIK; BILVERKSTED01B, KONTROLLORGAN01B; 997275764; 19879
VIANOR AS avd 16 Lillestrøm; Leiraveien 15; 2000; LILLESTRØM; BILVERKSTED01, KONTROLLORGAN01; 935429447; 16359
Norsk Scania AS, avd Buss Arendal; Moland Park- Arendal; 4846; ARENDAL; BILVERKSTEDALLE, FARTSSKRIVER, KONTROLLORGAN04; 879263662; 28151
Rana Karosseri; Saltfjellveien 14; 8613; MO I RANA; BILSKADE; 987771003; 8908
BILSKADESENTERET NORDFJORD AS; HEGREVEGEN 1; 6783; STRYN; BILSKADE; 919829249; 30657
Norsk Scania AS avd. Narvik; Fagernesveien 145; 8514; Narvik; FARTSSKRIVER, BILVERKSTED02, BILVERKSTED03, TRAKTOR, KONTROLLORGAN04, ALKOLASVERKSTED; 879263662; 9204
STIANS BILGLASS AS; HØNENGATA 65; 3515; HØNEFOSS; BILGLASS; 915607322; 29457
SKAUN BENSINSTASJON M HUSBY; SKAUN; 7357; SKAUN; HJUL; 923976272; 29727
Andresen Askim; Rakkestadveien 2; 1814; ASKIM; BILVERKSTED01B, KONTROLLORGAN01B, ALKOLASVERKSTED; 911749963; 247
CHRISTENSEN BILLAKKERING; HANS HANSENS VEI 133; 3022; DRAMMEN; BILGLASS; 988810568; 29664
TITRAN BIL OG DEKKSERVICE PAUL ANDRE RØD MELAND; Nordfrøyveien 234; 7260; SISTRANDA; HJUL; 897019752; 29789
A-K Maskiner AS avd. Tynset; Elvegaten 9C; 2500; TYNSET; TRAKTOR; 946468037; 19541
Suldal Billakkering avd.Ølen Auto; Mulagata 38; 5580; ØLEN; BILVERKSTED01, KONTROLLORGAN01; 922261083; 27661
GAULAR BIL AS; BYGSTADVEGEN 89; 6973; SANDE I SUNNFJORD; BILVERKSTED01, KONTROLLORGAN01; 919206039; 30481
AUTOGLASS AS; Liamyrene 6; 5132; NYBORG; BILGLASS; 968552732; 29377
AUTOGLASS TRONDHEIM AS; Tempeveien 35; 7031; TRONDHEIM; BILGLASS; 923319298; 29384
M.R AUTOHAWK AS; KAKKELOVNSKROKEN 2; 0954; OSLO; HJUL; 920319297; 30944
Brennes Auto AS; Klokkergårdveien 9; 1711; SARPSBORG; BILVERKSTED01, KONTROLLORGAN01, BILSKADE; 851482652; 145
ALBJERK BIL DRAMMEN A/S; ING. RYBERGSGT. 100; 3027; DRAMMEN; BILVERKSTED01, KONTROLLORGAN01; 983222870; 3677
Felleskjøpet Agri SA avd. Klett; Heimdalsveien 213; 7083; LEINSTRAND; TRAKTOR; 911608103; 19301
HATLANE AUTOSERVICE AS; BORGUNDVEGEN 549; 6016; ÅLESUND; EKSOSANLEGG, HENGERESPALOPSBREMSEANLEGG, HJUL, LYSUTSTYR; 979126050; 29971
ÅNDALSNES BILVERKSTED AS; Øran Vest; 6300; ÅNDALSNES; BILVERKSTED01B, KONTROLLORGAN01B; 943559775; 7605
Felleskjøpet Agri SA, Bergen; Nordre Brurås 5; 5131; NYBORG; TRAKTOR; 911608103; 19423
Alex Autoservice AS; Vollsveien 74; 1358; JAR; BILVERKSTED01, KONTROLLORGAN01; 990050244; 986
LINKJENDAL BILFORRETNING A/S; Gamle Sørlandske 74; 3766; SANNIDAL; BILVERKSTED01, BILSKADE, KONTROLLORGAN01; 932728982; 4855
FAUSKE GLASS & RAMME AS; HÅNDVERKSVEIEN 8; 8200; FAUSKE; BILGLASS; 947495739; 28353
Mobile Førde AS; STEINAVEGEN 8; 6804; FØRDE; BILVERKSTED01, KONTROLLORGAN01; 991075968; 7060
Borgedal Bilservice AS; Tromsnesvegen 79; 2634; FÅVANG; BILVERKSTED01B, KONTROLLORGAN01B; 892897352; 13461
Helges Bil AS; Dahlemoen 25; 2670; Otta; FARTSSKRIVER, BILVERKSTEDALLE, PABYGGER, KONTROLLORGAN04; 859965962; 2820
YAMAHA SENTERET LØVOLD AS; TOLDER HOLMERS VEI 6; 8003; BODØ; HJUL, MOTORSYKKELOGMOPED, HENGERESPALOPSBREMSEANLEGG; 994952145; 30144
